"30","Neon Genesis Evangelion","Action, Dementia, Drama, Mecha, Psychological, Sci-Fi","TV","26","8.32","461946","https://myanimelist.cdn-dena.com/images/anime/12/21418.jpg"
"31","Neon Genesis Evangelion: Death &amp; Rebirth","Drama, Mecha, Psychological, Sci-Fi","Movie","1","7.51","102093","https://myanimelist.cdn-dena.com/images/anime/13/75963.jpg"
"32","Neon Genesis Evangelion: The End of Evangelion","Dementia, Drama, Mecha, Psychological, Sci-Fi","Movie","1","8.45","215630","https://myanimelist.cdn-dena.com/images/anime/12/39305.jpg"
"33","Berserk","Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural","TV","25","8.40","226430","https://myanimelist.cdn-dena.com/images/anime/12/18520.jpg"
"43","Ghost in the Shell","Action, Mecha, Police, Psychological, Sci-Fi, Seinen","Movie","1","8.34","223036","https://myanimelist.cdn-dena.com/images/anime/10/82594.jpg"
"44","Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen","Action, Drama, Historical, Martial Arts, Romance, Samurai","OVA","4","8.83","129307","https://myanimelist.cdn-dena.com/images/anime/9/13160.jpg"
"45","Rurouni Kenshin: Meiji Kenkaku Romantan","Action, Adventure, Comedy, Historical, Romance, Samurai","TV","94","8.43","218928","https://myanimelist.cdn-dena.com/images/anime/7/6803.jpg"
"46","Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka","Drama, Historical, Samurai, Shounen","Movie","1","7.65","33191","https://myanimelist.cdn-dena.com/images/anime/4/47845.jpg"
"47","Akira","Action, Adventure, Horror, Military, Sci-Fi, Supernatural","Movie","1","8.15","215897","https://myanimelist.cdn-dena.com/images/anime/2/82596.jpg"
"48",".hack//Sign","Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi","TV","26","7.14","110304","https://myanimelist.cdn-dena.com/images/anime/8/15142.jpg"
"49","Aa! Megami-sama!","Comedy, Magic, Romance, Seinen, Supernatural","OVA","5","7.41","34590","https://myanimelist.cdn-dena.com/images/anime/11/71215.jpg"
"50","Aa! Megami-sama! (TV)","Comedy, Magic, Romance, Seinen, Supernatural","TV","24","7.45","96694","https://myanimelist.cdn-dena.com/images/anime/2/17841.jpg"
"51","Tenshi Kinryouku","Action, Drama, Romance, Shoujo, Supernatural","OVA","3","6.46","36352","https://myanimelist.cdn-dena.com/images/anime/11/45208.jpg"
"52","Kidou Tenshi Angelic Layer","Comedy, Drama, Sci-Fi, Shounen, Sports","TV","26","7.32","39758","https://myanimelist.cdn-dena.com/images/anime/6/23379.jpg"
"53","Ai Yori Aoshi","Comedy, Drama, Harem, Romance, Slice of Life","TV","24","7.24","66597","https://myanimelist.cdn-dena.com/images/anime/7/10172.jpg"
"54","Appleseed (Movie)","Action, Drama, Mecha, Military, Police, Sci-Fi, Shounen","Movie","1","7.21","49553","https://myanimelist.cdn-dena.com/images/anime/9/57231.jpg"
"55","Arc the Lad","Action, Adventure, Fantasy, Horror, Sci-Fi","TV","26","6.62","10392","https://myanimelist.cdn-dena.com/images/anime/3/49041.jpg"
"56","Avenger","Adventure, Fantasy, Sci-Fi, Shounen","TV","13","6.02","12286","https://myanimelist.cdn-dena.com/images/anime/13/19921.jpg"
"57","Beck","Comedy, Drama, Music, Shounen, Slice of Life","TV","26","8.40","148328","https://myanimelist.cdn-dena.com/images/anime/11/11636.jpg"
"58","Blue Gender","Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space","TV","26","7.13","40581","https://myanimelist.cdn-dena.com/images/anime/1/2023.jpg"
"59","Chobits","Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen","TV","26","7.57","266846","https://myanimelist.cdn-dena.com/images/anime/4/24648.jpg"
"60","Chrno Crusade","Action, Demons, Historical, Romance, Supernatural","TV","24","7.80","140865","https://myanimelist.cdn-dena.com/images/anime/13/14141.jpg"
"61","D.N.Angel","Action, Comedy, Fantasy, Magic, Romance, School, Shoujo","TV","26","7.35","126914","https://myanimelist.cdn-dena.com/images/anime/6/73938.jpg"
"62","D.C.: Da Capo","Drama, Harem, Magic, Romance","TV","26","6.93","49909","https://myanimelist.cdn-dena.com/images/anime/4/73936.jpg"
"63","DearS","Comedy, Ecchi, Harem, Romance, Sci-Fi","TV","12","6.80","91037","https://myanimelist.cdn-dena.com/images/anime/7/23426.jpg"
"64","Rozen Maiden","Action, Comedy, Drama, Magic, Seinen","TV","12","7.57","128688","https://myanimelist.cdn-dena.com/images/anime/2/15728.jpg"
"65","Rozen Maiden: Träumend","Action, Comedy, Drama, Magic, Seinen","TV","12","7.78","72645","https://myanimelist.cdn-dena.com/images/anime/4/10242.jpg"
"66","Azumanga Daioh","Comedy, School, Slice of Life","TV","26","8.06","170901","https://myanimelist.cdn-dena.com/images/anime/1/66.jpg"
"67","Basilisk: Kouga Ninpou Chou","Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural","TV","24","7.68","98144","https://myanimelist.cdn-dena.com/images/anime/11/6793.jpg"
"68","Black Cat","Adventure, Comedy, Sci-Fi, Shounen, Super Power","TV","23","7.52","150512","https://myanimelist.cdn-dena.com/images/anime/7/4197.jpg"
"69","Cluster Edge","Action, Fantasy, Military, Sci-Fi","TV","25","6.48","6995","https://myanimelist.cdn-dena.com/images/anime/6/15228.jpg"
"71","Full Metal Panic!","Action, Comedy, Mecha, Military, Sci-Fi","TV","24","7.81","256325","https://myanimelist.cdn-dena.com/images/anime/2/75259.jpg"
"72","Full Metal Panic? Fumoffu","Action, Comedy, School","TV","12","8.21","171086","https://myanimelist.cdn-dena.com/images/anime/4/75260.jpg"
"73","Full Metal Panic! The Second Raid","Action, Mecha, Military","TV","13","8.06","155340","https://myanimelist.cdn-dena.com/images/anime/11/75261.jpg"
"74","Gakuen Alice","Comedy, Magic, School, Shoujo","TV","26","7.80","52995","https://myanimelist.cdn-dena.com/images/anime/4/18118.jpg"
"75","Soukyuu no Fafner: Dead Aggressor","Action, Drama, Mecha, Military, Sci-Fi","TV","25","7.38","27516","https://myanimelist.cdn-dena.com/images/anime/3/50365.jpg"
"76","Mahou Shoujo Lyrical Nanoha","Action, Comedy, Drama, Magic, Super Power","TV","13","7.52","62582","https://myanimelist.cdn-dena.com/images/anime/7/6770.jpg"
"77","Mahou Shoujo Lyrical Nanoha As","Action, Comedy, Drama, Magic, Super Power","TV","13","8.10","41685","https://myanimelist.cdn-dena.com/images/anime/4/6767.jpg"
"79","Shuffle!","Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen","TV","24","7.31","158772","https://myanimelist.cdn-dena.com/images/anime/10/19622.jpg"
"80","Mobile Suit Gundam","Action, Mecha, Military, Sci-Fi, Space","TV","43","7.89","51566","https://myanimelist.cdn-dena.com/images/anime/1799/91084.jpg"
"81","Mobile Suit Gundam: The 08th MS Team","Adventure, Drama, Mecha, Military, Romance, Sci-Fi","OVA","12","8.13","34177","https://myanimelist.cdn-dena.com/images/anime/9/75618.jpg"
"82","Mobile Suit Gundam 0080: War in the Pocket","Adventure, Drama, Mecha, Military, Sci-Fi, Space","OVA","6","7.85","22609","https://myanimelist.cdn-dena.com/images/anime/1/82.jpg"
"83","Mobile Suit Gundam: The 08th MS Team - Millers Report","Drama, Mecha, Military, Romance, Sci-Fi","Movie","1","6.95","8078","https://myanimelist.cdn-dena.com/images/anime/4/16057.jpg"
"84","Mobile Suit Gundam 0083: Stardust Memory","Adventure, Drama, Mecha, Military, Sci-Fi, Space","OVA","13","7.47","20238","https://myanimelist.cdn-dena.com/images/anime/13/26654.jpg"
"85","Mobile Suit Zeta Gundam","Drama, Mecha, Military, Sci-Fi, Space","TV","50","8.03","28959","https://myanimelist.cdn-dena.com/images/anime/6/11153.jpg"
"86","Mobile Suit Gundam ZZ","Comedy, Drama, Mecha, Military, Sci-Fi, Space","TV","47","6.81","17517","https://myanimelist.cdn-dena.com/images/anime/1542/91077.jpg"
"87","Mobile Suit Gundam: Chars Counterattack","Drama, Mecha, Military, Sci-Fi, Space","Movie","1","7.81","19258","https://myanimelist.cdn-dena.com/images/anime/5/14769.jpg"
"88","Mobile Suit Gundam F91","Drama, Mecha, Military, Sci-Fi, Space","Movie","1","6.90","13456","https://myanimelist.cdn-dena.com/images/anime/10/35255.jpg"
"89","Mobile Suit Victory Gundam","Drama, Mecha, Military, Sci-Fi, Space","TV","51","6.98","12673","https://myanimelist.cdn-dena.com/images/anime/6/9993.jpg"
"90","Mobile Suit Gundam Wing","Action, Drama, Mecha, Military, Sci-Fi, Space","TV","49","7.87","86001","https://myanimelist.cdn-dena.com/images/anime/11/6613.jpg"
"91","Mobile Suit Gundam Wing: Endless Waltz","Action, Drama, Mecha, Military, Sci-Fi, Space","OVA","3","7.87","28485","https://myanimelist.cdn-dena.com/images/anime/1/91.jpg"
"92","After War Gundam X","Adventure, Drama, Mecha, Sci-Fi, Space","TV","39","7.39","19132","https://myanimelist.cdn-dena.com/images/anime/10/16054.jpg"
"93","Mobile Suit Gundam Seed","Action, Drama, Mecha, Military, Romance, Sci-Fi, Space","TV","50","7.93","96973","https://myanimelist.cdn-dena.com/images/anime/1792/91081.jpg"
"94","Mobile Suit Gundam Seed Destiny","Action, Drama, Mecha, Military, Romance, Sci-Fi, Space","TV","50","7.36","65896","https://myanimelist.cdn-dena.com/images/anime/1700/91080.jpg"
"95","Turn A Gundam","Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space","TV","50","7.76","20056","https://myanimelist.cdn-dena.com/images/anime/4/78330.jpg"
"96","Mobile Fighter G Gundam","Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports","TV","49","7.62","36338","https://myanimelist.cdn-dena.com/images/anime/7/78327.jpg"
"97","Last Exile","Action, Adventure, Sci-Fi","TV","26","7.94","104193","https://myanimelist.cdn-dena.com/images/anime/7/10888.jpg"
"98","Mai-HiME","Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai","TV","26","7.59","76492","https://myanimelist.cdn-dena.com/images/anime/13/7226.jpg"
"99","Mai-Otome","Comedy, Drama, Fantasy, Magic","TV","26","7.40","36924","https://myanimelist.cdn-dena.com/images/anime/2/46897.jpg"
"100","Shin Shirayuki-hime Densetsu Prétear","Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power","TV","13","7.33","37394","https://myanimelist.cdn-dena.com/images/anime/9/11709.jpg"
"101","Air","Drama, Romance, Slice of Life, Supernatural","TV","13","7.48","188861","https://myanimelist.cdn-dena.com/images/anime/8/22059.jpg"
"102","Aishiteruze Baby★★","Comedy, Drama, Romance, Shoujo","TV","26","7.58","63959","https://myanimelist.cdn-dena.com/images/anime/2/69665.jpg"
"103","Akazukin Chacha","Adventure, Comedy, Fantasy, Magic, Romance, Shoujo","TV","74","7.48","7581","https://myanimelist.cdn-dena.com/images/anime/8/2792.jpg"
"104","Ayashi no Ceres","Adventure, Comedy, Drama, Horror, Psychological, Romance, Shoujo, Supernatural","TV","24","7.38","38336","https://myanimelist.cdn-dena.com/images/anime/8/23580.jpg"
"105","Boys Be...","Comedy, Romance, Shounen, Slice of Life","TV","13","6.59","15026","https://myanimelist.cdn-dena.com/images/anime/1/2223.jpg"
"106","Hana yori Dango","Drama, Romance, School, Shoujo","TV","51","7.90","28341","https://myanimelist.cdn-dena.com/images/anime/2/42871.jpg"
"107","Ou Dorobou Jing","Adventure, Comedy, Fantasy, Sci-Fi, Shounen","TV","13","7.34","21920","https://myanimelist.cdn-dena.com/images/anime/12/7264.jpg"
"108","Ou Dorobou Jing in Seventh Heaven","Adventure, Comedy, Fantasy, Psychological, Shounen","OVA","3","7.43","8561","https://myanimelist.cdn-dena.com/images/anime/5/30325.jpg"
"109","Bakuretsu Tenshi","Adventure, Comedy, Mecha, Sci-Fi","TV","24","6.94","48551","https://myanimelist.cdn-dena.com/images/anime/10/22647.jpg"
"110","Chuuka Ichiban!","Action, Comedy, Drama, Shounen","TV","52","7.69","8586","https://myanimelist.cdn-dena.com/images/anime/6/75283.jpg"
"111","Corrector Yui","Adventure, Comedy, Magic, Sci-Fi","TV","52","6.90","7411","https://myanimelist.cdn-dena.com/images/anime/6/20229.jpg"
"112","Chou Henshin Cosprayers","Action, Adventure, Comedy, Ecchi, Fantasy, Magic, Sci-Fi, Super Power","TV","8","5.11","5555","https://myanimelist.cdn-dena.com/images/anime/5/75236.jpg"
"113","Uchuu no Stellvia","Action, Romance, Sci-Fi, Space","TV","26","7.49","15471","https://myanimelist.cdn-dena.com/images/anime/10/15225.jpg"
"114","Sakigake!! Cromartie Koukou","Comedy, School, Shounen","TV","26","8.02","67254","https://myanimelist.cdn-dena.com/images/anime/3/13390.jpg"
"115","El Hazard: The Alternative World","Adventure, Comedy, Fantasy","TV","13","6.94","7131","https://myanimelist.cdn-dena.com/images/anime/3/61047.jpg"
"116","El Hazard: The Wanderers","Adventure, Comedy, Fantasy, Romance","TV","26","7.10","9289","https://myanimelist.cdn-dena.com/images/anime/13/24439.jpg"
"117","El Hazard: The Magnificent World","Adventure, Comedy, Fantasy, Romance","OVA","7","7.44","10130","https://myanimelist.cdn-dena.com/images/anime/12/23429.jpg"
"118","El Hazard 2: The Magnificent World","Adventure, Comedy, Fantasy","OVA","4","6.99","5771","https://myanimelist.cdn-dena.com/images/anime/11/2796.jpg"
"119","Final Approach","Comedy, Drama, Romance, Slice of Life","TV","13","6.69","24902","https://myanimelist.cdn-dena.com/images/anime/11/14607.jpg"
"120","Fruits Basket","Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life","TV","26","7.80","242553","https://myanimelist.cdn-dena.com/images/anime/4/75204.jpg"
"121","Fullmetal Alchemist","Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen","TV","51","8.33","600384","https://myanimelist.cdn-dena.com/images/anime/10/75815.jpg"
"122","Full Moon wo Sagashite","Comedy, Drama, Music, Romance, Shoujo, Supernatural","TV","52","8.08","59374","https://myanimelist.cdn-dena.com/images/anime/9/6265.jpg"
"123","Fushigi Yuugi","Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo","TV","52","7.77","61622","https://myanimelist.cdn-dena.com/images/anime/2/20140.jpg"
"124","Fushigi Yuugi: Eikouden","Adventure, Drama, Fantasy, Romance, Shoujo","OVA","4","7.00","11740","https://myanimelist.cdn-dena.com/images/anime/11/67701.jpg"
"125","Futakoi","Comedy, Romance, School","TV","13","6.64","23968","https://myanimelist.cdn-dena.com/images/anime/1/125.jpg"
"126","Futakoi Alternative","Comedy, Drama, Romance","TV","13","7.02","21516","https://myanimelist.cdn-dena.com/images/anime/6/16733.jpg"
"127","Gate Keepers","Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen","TV","24","7.07","14582","https://myanimelist.cdn-dena.com/images/anime/12/15226.jpg"
"128","Gate Keepers 21","Action, Drama, Mecha, Sci-Fi, Shounen","OVA","6","6.90","7363","https://myanimelist.cdn-dena.com/images/anime/6/75569.jpg"
"129","Gensoumaden Saiyuuki","Adventure, Comedy, Drama, Shounen, Supernatural","TV","50","7.71","31179","https://myanimelist.cdn-dena.com/images/anime/11/75282.jpg"
"130","Saiyuuki Reload","Action, Adventure, Comedy, Drama, Fantasy, Shoujo","TV","25","7.54","16298","https://myanimelist.cdn-dena.com/images/anime/13/24719.jpg"
"131","Saiyuuki Reload Gunlock","Action, Adventure, Comedy, Fantasy, Shoujo","TV","26","7.56","11233","https://myanimelist.cdn-dena.com/images/anime/11/6830.jpg"
"132","GetBackers","Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural","TV","49","7.73","73536","https://myanimelist.cdn-dena.com/images/anime/4/7547.jpg"
"133","Green Green","Comedy, Ecchi, Romance, School, Slice of Life","TV","12","6.44","80562","https://myanimelist.cdn-dena.com/images/anime/7/75251.jpg"
"134","Gunslinger Girl","Action, Drama, Military, Psychological, Sci-Fi","TV","13","7.55","106865","https://myanimelist.cdn-dena.com/images/anime/5/3088.jpg"
"135","Hikaru no Go","Comedy, Game, Shounen, Supernatural","TV","75","8.19","69000","https://myanimelist.cdn-dena.com/images/anime/12/78317.jpg"
"136","Hunter x Hunter","Action, Adventure, Shounen, Super Power","TV","62","8.48","166255","https://myanimelist.cdn-dena.com/images/anime/8/19473.jpg"
"137","Hunter x Hunter OVA","Action, Adventure, Shounen, Super Power","OVA","8","8.41","53168","https://myanimelist.cdn-dena.com/images/anime/1/137.jpg"
"138","Hunter x Hunter: Greed Island","Action, Adventure, Shounen, Super Power","OVA","8","8.33","57029","https://myanimelist.cdn-dena.com/images/anime/13/37203.jpg"
"139","Hunter x Hunter: Greed Island Final","Action, Adventure, Shounen, Super Power","OVA","14","8.41","55787","https://myanimelist.cdn-dena.com/images/anime/1/139.jpg"
"141","Jinki:Extend","Mecha, Sci-Fi","TV","12","6.29","7496","https://myanimelist.cdn-dena.com/images/anime/3/44792.jpg"
"142","Kamikaze Kaitou Jeanne","Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo","TV","44","7.52","31081","https://myanimelist.cdn-dena.com/images/anime/5/20389.jpg"
"143","Kannazuki no Miko","Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural","TV","12","7.05","42927","https://myanimelist.cdn-dena.com/images/anime/8/73955.jpg"
"144","Kanon","Drama, Romance, Slice of Life, Supernatural","TV","13","7.27","41960","https://myanimelist.cdn-dena.com/images/anime/1/144.jpg"
"145","Kareshi Kanojo no Jijou","Comedy, Drama, Romance, School, Shoujo, Slice of Life","TV","26","7.66","94165","https://myanimelist.cdn-dena.com/images/anime/8/23877.jpg"
"146","Kono Minikuku mo Utsukushii Sekai","Comedy, Drama, Magic, Romance, Sci-Fi","TV","12","6.92","41756","https://myanimelist.cdn-dena.com/images/anime/10/21035.jpg"
"147","Kimi ga Nozomu Eien","Drama, Romance, Slice of Life","TV","14","7.41","90379","https://myanimelist.cdn-dena.com/images/anime/5/10227.jpg"
"148","Kita e.: Diamond Dust Drops","Drama, Romance, Slice of Life","TV","12","6.77","5736","https://myanimelist.cdn-dena.com/images/anime/1/148.jpg"
"149","Loveless","Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural","TV","12","7.19","85554","https://myanimelist.cdn-dena.com/images/anime/2/22947.jpg"
"150","Blood+","Action, Drama, Horror, Military, Mystery, Supernatural, Vampire","TV","50","7.80","208321","https://myanimelist.cdn-dena.com/images/anime/10/10183.jpg"
"151","Re: Cutie Honey","Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai","OVA","3","7.16","10378","https://myanimelist.cdn-dena.com/images/anime/6/52103.jpg"
"152","Solty Rei","Action, Sci-Fi, Super Power","TV","24","7.38","17943","https://myanimelist.cdn-dena.com/images/anime/3/75582.jpg"
"153","Juuni Kokuki","Action, Adventure, Fantasy, Magic, Supernatural","TV","45","8.16","66646","https://myanimelist.cdn-dena.com/images/anime/6/50859.jpg"
"154","Shaman King","Action, Adventure, Comedy, Drama, Shounen, Supernatural","TV","64","7.83","169517","https://myanimelist.cdn-dena.com/images/anime/4/18990.jpg"
"155","X/1999","Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural","Movie","1","6.68","23038","https://myanimelist.cdn-dena.com/images/anime/7/23579.jpg"
"156","X","Action, Drama, Fantasy, Magic, Romance, Shoujo, Super Power","TV","24","7.56","51004","https://myanimelist.cdn-dena.com/images/anime/8/17167.jpg"
"157","Mahou Sensei Negima!","Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural","TV","26","7.11","76253","https://myanimelist.cdn-dena.com/images/anime/12/89535.jpg"
"158","Maria-sama ga Miteru","Drama, Romance, Shoujo, Shoujo Ai, Slice of Life","TV","13","7.48","33989","https://myanimelist.cdn-dena.com/images/anime/7/75207.jpg"
"159","Boukyaku no Senritsu","Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural","TV","24","6.44","12169","https://myanimelist.cdn-dena.com/images/anime/9/52679.jpg"
"160","Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Military, Sci-Fi","TV","13","7.81","56839","https://myanimelist.cdn-dena.com/images/anime/5/36841.jpg"
"161","Peace Maker Kurogane","Action, Comedy, Historical, Samurai, Shounen","TV","24","7.43","35123","https://myanimelist.cdn-dena.com/images/anime/10/77408.jpg"
"162","Pita Ten","Comedy, Fantasy, Kids, Romance, School, Shounen","TV","26","7.08","16047","https://myanimelist.cdn-dena.com/images/anime/7/25205.jpg"
"163","Power Stone","Adventure, Comedy, Fantasy, Historical, Shounen","TV","26","6.57","4308","https://myanimelist.cdn-dena.com/images/anime/3/20400.jpg"
"164","Mononoke Hime","Action, Adventure, Fantasy","Movie","1","8.81","339556","https://myanimelist.cdn-dena.com/images/anime/7/75919.jpg"
"165","RahXephon","Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi","TV","26","7.55","66751","https://myanimelist.cdn-dena.com/images/anime/13/75168.jpg"
"166","Samurai 7","Historical, Mecha, Samurai, Sci-Fi","TV","26","7.60","74991","https://myanimelist.cdn-dena.com/images/anime/10/9399.jpg"
"167","Scrapped Princess","Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen","TV","24","7.52","54575","https://myanimelist.cdn-dena.com/images/anime/12/73985.jpg"
"168","s.CRY.ed","Action, Adventure, Drama, Sci-Fi, Super Power","TV","26","7.45","52784","https://myanimelist.cdn-dena.com/images/anime/8/89882.jpg"
"169","Shingetsutan Tsukihime","Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire","TV","12","7.10","90713","https://myanimelist.cdn-dena.com/images/anime/12/20669.jpg"
"170","Slam Dunk","Comedy, Drama, School, Shounen, Sports","TV","101","8.56","82570","https://myanimelist.cdn-dena.com/images/anime/4/19655.jpg"
"171","Strange Dawn","Adventure, Drama, Fantasy","TV","13","6.59","1865","https://myanimelist.cdn-dena.com/images/anime/12/74782.jpg"
"173","Tactics","Comedy, Drama, Fantasy, Mystery, Shounen, Super Power","TV","25","7.34","27358","https://myanimelist.cdn-dena.com/images/anime/8/37549.jpg"
"174","Tenjou Tenge","Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power","TV","24","7.10","103449","https://myanimelist.cdn-dena.com/images/anime/10/8380.jpg"
"175","Tokyo Underground","Action, Adventure, Romance, Sci-Fi, Shounen, Super Power","TV","26","6.74","17920","https://myanimelist.cdn-dena.com/images/anime/9/21036.jpg"
"176","Triangle Heart: Sweet Songs Forever","Adventure, Romance","OVA","4","6.32","4543","https://myanimelist.cdn-dena.com/images/anime/7/17439.jpg"
"177","Tsubasa Chronicle","Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural","TV","26","7.67","134705","https://myanimelist.cdn-dena.com/images/anime/9/6555.jpg"
"178","Ultra Maniac","Comedy, Magic, Romance, School, Shoujo","TV","26","7.30","20062","https://myanimelist.cdn-dena.com/images/anime/8/53571.jpg"
"179","Ultra Maniac OVA","Comedy, Magic, Romance, School","OVA","1","6.82","3979","https://myanimelist.cdn-dena.com/images/anime/2/3132.jpg"
"180","Vandread","Action, Ecchi, Mecha, Sci-Fi, Shounen, Space","TV","13","7.33","53360","https://myanimelist.cdn-dena.com/images/anime/5/75446.jpg"
"181","Vandread: The Second Stage","Action, Ecchi, Mecha, Sci-Fi, Shounen, Space","TV","13","7.54","36264","https://myanimelist.cdn-dena.com/images/anime/4/75447.jpg"
"182","Tenkuu no Escaflowne","Adventure, Fantasy, Mecha, Romance, Shoujo","TV","26","7.80","83437","https://myanimelist.cdn-dena.com/images/anime/5/30689.jpg"
"183","Whistle!","School, Shounen, Sports","TV","39","7.53","8040","https://myanimelist.cdn-dena.com/images/anime/8/17885.jpg"
"184","Xenosaga The Animation","Action, Mecha, Sci-Fi, Shounen, Space","TV","12","6.47","13827","https://myanimelist.cdn-dena.com/images/anime/3/75162.jpg"
"185","Initial D First Stage","Action, Cars, Drama, Seinen, Sports","TV","26","8.23","68128","https://myanimelist.cdn-dena.com/images/anime/13/6801.jpg"
"186","Initial D Second Stage","Action, Cars, Drama, Seinen, Sports","TV","13","8.12","45825","https://myanimelist.cdn-dena.com/images/anime/8/12750.jpg"
"187","Initial D Third Stage","Action, Cars, Drama, Seinen, Sports","Movie","1","7.98","39374","https://myanimelist.cdn-dena.com/images/anime/13/40397.jpg"
"188","Gosenzo Sane","Comedy, Hentai, Mystery, Supernatural","OVA","4","6.38","1222","https://myanimelist.cdn-dena.com/images/anime/13/78241.jpg"
